radius,pp fraction,pep fraction,hep fraction,7Be fraction,8B fraction,13N fraction,15O fraction,17F fraction
0.1225,7.26397793,6.87376804,6.81517507,2.98131839,0.339399224,0.570749953,0.778536976,0.558750454
0.123,7.24770901,6.83605164,6.82884096,2.92840114,0.32587452,0.552811463,0.754208673,0.539491831
0.1235,7.1974344,6.76669625,6.81018973,2.86357289,0.311716781,0.53326466,0.727651795,0.518829067
0.124,7.17808873,6.72638299,6.82091002,2.81114163,0.298988993,0.516100835,0.704336342,0.500500804
0.1245,7.14206693,6.67081799,6.81559234,2.75380689,0.286350042,0.498628688,0.680539061,0.482000012
0.125,7.11409047,6.6229296,6.81787825,2.70037046,0.274433867,0.482179462,0.658094295,0.464546482
0.1255,7.07671062,6.56657882,6.81096903,2.64458844,0.262725523,0.465779429,0.635634395,0.447207906
0.126,7.0523003,6.52240631,6.81648028,2.59437134,0.251849915,0.45068199,0.614860621,0.431135367
0.1265,7.01360131,6.46537016,6.80801444,2.54031783,0.241081095,0.435485845,0.593785651,0.414988017
0.127,6.97973633,6.41295381,6.80413334,2.48872691,0.230799723,0.421063218,0.573610392,0.399542352
0.1275,6.94924585,6.3638503,6.80344345,2.43927465,0.221036143,0.407475746,0.554338078,0.384818061
0.128,6.91562228,6.31214931,6.79952523,2.38982535,0.211632495,0.39448787,0.5355344,0.370523607
0.1285,6.87724019,6.25636381,6.79074925,2.33970783,0.202479273,0.381988745,0.516988695,0.356498063
0.129,6.84776847,6.2088569,6.79069287,2.29334288,0.193886319,0.370629704,0.499582281,0.343327745
0.1295,6.80914932,6.15338229,6.78134775,2.24509027,0.185486415,0.359850933,0.482236355,0.33030334
